uuid,title,description
d63aa1cb09f1a3b54edf741f78a34491,Project Engineer [Commercial Kitchen equipment/ Boon Lay] 6405,"Job Responsibilities:  Report to Project Manager on all elements of risk associated with scope, schedule, and budget.  Work closely with other project team members including other project engineers, drafting and site safety supervisor assigned to the project.  Manage all subcontractors on-site construction activities as the designated Project Manager.  Monitor daily work activities of the various subcontractors to ensure proper adherence to job site safety policies and procedures.  Coordinate with the subcontractors to maintain the project schedule in an attempt to avoid potential delays, achieve milestones and meet completion dates.  Develop and evaluate project schedules.  Manage meetings and correspondence with consultants / Clients / Main Contractor.  Participate with the project team to ensure timely coordination of submittals, requests for information (RFI’s) and plan revisions.  Monitor and inspect work progress for quality control and quality assurance; identify and resolve problem issues in a timely manner.  Participate in weekly progress meetings; review subcon payment applications; review and resolve change order requests.  Assist Project Manager to prepare and submit monthly progress claim and liaise closely with QS for work done certification of site progress.  Work closely with the team to fulfil all requirement and expectation during testing and commissioning with consultant.  Assist Project Manager and other project team members to close out project for handover with OMM and as-built documentation submission.Job Requirements:  2 years Commercial Kitchen equipment fit-out construction  Knowledgeable in general building and site/civil construction"
dfe6cf4477a5c3349439ffcdc1041b63,Head Pastry Chef [5.5 days| Macpherson] 2894,Singapore Based  Attractive Salary Package  Company Benefits  Incentives  Career Progression OpportunitiesInterested applicants can also send your resume to 📲Whatsapp：+65 9460 8816https://api.whatsapp.com/send?phone=6594608816✉️Email: supreme.brandonlim@gmail.comand allow our Consultant to match you with our Clients.
e7d3d5d49fe1d019d06bd19f44f121c4,software developer,"Responsibilities:• Design, develop solutions using VB.NET, ASP.NET, C#• Assist in the preparation and implementation of projects.• Required to communicate and liaise with stake holders on pre and post development and implementation.• Willingness to learn and explore new technologies as they emerge• Connect data from various sources and analyze with advanced analytics feature using BI softwareRequirements:• Able to work both individually and within a team environment• Actively developing vb.net/asp.net applications• A sound knowledge of Business Intelligence Softwares would be an advantage• A relevant diploma/degree in IT• Conscientious with good communication and interpersonal skills• Knowledge of Oracle support would be an advantage"
d0a2b03d7397eb2ea7fe2d4682a04ced,Lead Architect,"About Standard Chartered We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.   To us, good performance is about much more than turning a profit.  It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.  We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base. The Role Responsibilities •	Conduct design solution reviews, gap analysis and assessment based on use case and any associated limitation•	Responsible for creating and maintaining a formal data structures, data description and data architecture; this can include data models, data definitions (logical, physical, and conceptual), data flow diagrams, data dictionaries, etc. Data architecture comprises of topics such as business semantics, meta data management, meta data workflow management and data modelling.•	Understanding the customer's business’s needs, system functionality and business processes to maintain the source data and develop the data design•	The architecture solution should cover the data integration, databases and the means to receive the data. They resolve all types of design, test, data and compliance issues•	Responsible to architect, design and implement small to large scale integration solutions adopting various technologies such as API, MQ, Solace, webMethods Integration Server, message brokers.•	Design specifications, develop implementation strategy and high-level integration architecture documentation, which align toward established integration strategy•	Select the systems and capabilities to meet business data requirements, evaluate new techniques for improved functionality.•	Mentor, direct and train the developers and perform as the technical lead.•	Develop a working strategy, complete required documentation, and timely weekly status reports to stakeholdersOur Ideal Candidate•	Ideal candidate would have at least 15+ years of technology delivery experience with at least 8 years of Solution architecture experience•	The Candidate should have curiosity to learn both business and technical side of Banking. Should have appreciation for nuances while executing multi country transformation programs•	The candidate should be able to abstract solution complexities while at the same time should possess skills to deep dive on any technical / non- technical topics•	Experience in delivering enterprise level integration projects preferably on an Software AG Webmethods platform•	Experience of the Linux Operating System•	Understanding of the Java technology stack ( J2EE, POJO, SPRING)•	Should be able to do code review on Java and  Webmethods technology•	Criticality analyse Integration flows/ patterns and check for compliance with Bank Integration strategy•	Deep understanding of Messaging platforms like JMS, MQ, AMQP, MQTT•	Knowledge of Devops tools like Docker, Kubernetes, Openshift, Ansible•	Extensive Experience in Object Oriented Design and Analysis•	Good understanding of REST based Architecture with hand on experience  on Modeling Resources and URI•	Ability to articulate concepts of Service Oriented Architecture and Business Process Management (and Optimisation) to both technical and non-technical audiences•	Senior stakeholder management and the ability to effectively communicate technical architecture and non-functional requirementsApply now to join the Bank for those with big career ambitions.  To view information on our benefits including our flexible working please visit our career pages. We welcome conversations on flexible working."
d6fb3e74edc05ca0987f708c19996208,Part-Timer - Retail Sales,No Minimum Commitment of Workdays!Attractive remuneration @$12 per hour + CommissionWorking Hours (Monday to Sunday)  AM Slot – 12.00 pm to 4.00 pm (4 Hours)  PM Slot –   4.00 pm to 8.00 pm (4 Hours)Work Location - Funan / Bugis Juction MallJob Responsibilities:  Promote IT ProductsJob Requirements:  Passion in sales and able to interact with people  Able to work independently  Keen to learn and aggressive in sales  Friendly and approachableProduct Training: Provided
a513a1d6827102dde0560e43f617726c,Facility Services Specialist,"Calling All Talented Individuals!The Privé Group wants YOU.As one of the leading lifestyle’s operators in Singapore, The Privé Group is looking for dynamic talents for our existing and upcoming projects.We’ve got an eye out for those who actively endorse our vision and who will become champions for delivering the ultimate guest experience. A rich career path awaits those who are willing to devote their time and energy towards creating a rewarding environment for all.If you are passionate about the food and beverage industry and are serious about advancing your career (while having a bit of fun), we would love to hear from you.Job Responsibilities  Provide high standard of hygiene and cleanliness of the outlet  Emptying waste bins  Sweeping and mopping of floors  Cleaning of toilets and replenishing supplies such as toilet paper  Has good organisational skills and the ability to prioritise  Follow all health and safety regulations  Perform additional duties as neededJoin our growing team of experienced and enthusiastic talents  5 Days’ Work Week  Competitive Salary  Performance Incentives  Training  Development Programmes  Career Progression  Integrated Healthcare Benefits  Medical Insurance  Welfare Support (Night Transportation, Staff Meal)  Staff Discounts  Annual Leaves  Birthday Leave  Benefit  Public Holiday Benefit  Long Term Service Rewards"
d0693545f6c793a87fc2291d9591c09c,Temp Concierge Receptionist at Central / Up to $2300 / Start work immediately,"Location: Shopping Mall, Town AreaShopping Mall - Concierge / Customer Service Officer (FrontDesk)Working hours: Retail HoursSalary: up to $2300Commitment period: min 2 months (able to start immediately)Duties:- Perform administrative/reception duties- Attend to shoppers’ enquiries / feedback- Assist in Advertising  Promotions activities such as issuing of contest coupons / gift vouchers- Handling gift redemptions- Administrative duties and any other ad-hoc duties as assignedRequirements:- Willing to commit to weekends arrangement - including weekends and public holidays- Experience in concierge/customer service role- Good communication skillsInterested candidates you may whatsapp Concierge to 9011 5804 / 9833 1116 with the following details:Name:Education:Location:Commitment Period:WhatsApp Link: https://wa.me/6590115804 or https://wa.me/6598331116Alternatively, you may email us your resume to apply, please click APPLY NOW or email an updated copy of your resume/cv.Email Address: tc1@recruitpedia.sgWe regret that only shortlisted candidate will be notified.EA License No: 19C9682EA Personnel No: R21100448EA Personnel Name: Ng She Ming"
a268d146a0547fa2e311741183a66a24,7104-Account cum Admin Officer [Full set | Ubi | 5 days | event industry],"Account cum Admin OfficerKampong Ubi Working Day: 5 daysWorking Time: 9am-6pmSalary: $2000-$2800Duties-Accounting responsibilities include upkeeping and recording of ledger transactions, and eventually consolidate them into yearend financial statements (Profit and Loss, Balance Sheet and Cash Flow statements).-Admin responsibilities include general office and personnel administration, and assisting in business and finance matters."
a90b34585d230ed2481038b278426147,PRODUCTION ENGINEER,"Job Highlights  Staff Benefit Package  Career Advancement  Opportunities to Enhanced LearningJob Description  Requirements  Work with Design Department to proactively designs of precast units for ease of off-site manufacturing and efficiency for on-site installation.  Analyze the manufacturing process to determine the manufacturing cost during design stage to reduce manufacturing costs.  Preparation and approval of necessary structural calculation of pre-stressed and reinforced precast concrete units in accordance to relevant standards and Singaporean’s codes.  Obtaining the required data relevant of the project.  Maintaining the approved design schedule for the project.  Checking the layout and shop drawings of precast units.  Liaising in design related matters with clients, main contractors and consultants.  Liaising and coordinating with production planning, production and erection personnel.  Researches improvements in the industry to identify better manufacturing solutions to continuously improve designs.Requirement  Min. 2 years experience in Precast Industry  Degree in Civil Engineering recognized by PE Board Singapore  Independent, diligent and highly motivated with excellent team spirit.Additional InformationCareer LevelJunior ExecutiveQualificationBachelor's Degree, Post Graduate Diploma, Professional DegreeYears of Experience2 yearsJob TypeFull-Time"
3e3287496d21c2030c86eafaaebe2f2c,Software Engineer ,"Design, Develop, test and maintain both new and existing code, ranging from client-side development using JavaScript, HTML, and CSS, to server-side code using C# and ASP.NET MVC, Web API, Windows Services, and ADO.NET for data persistence and retrieval. Xamarin for Moblie Development.  Work with management to create and adhere to schedules, while maintaining flexibility to adapt shifting market demands.  Rapid prototyping, and presenting conceptual design and working prototypes to mangement.  Collaborate on technical architecture and design.Requirments  Solid understanding of OOP design and principles  Visual Studio 20XX, SQL, Server 20XX  Remote Debugging  Unit TestingFront-End  C3, ASP.NET MVC, Web API  JavaScript, JQuery, AJAX  HTML5, CSS3, Reponsive deisgn  Understanding of web technology stacks including HTTP, REST,Cookies, caching, and asset loading.Requirment  Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree in Computer Science or Related Field  Min 2 years experience  Singaporean or PR  Office near Bishan MRT"
da6287da1ec56ff6e951175f1164bb56,Maintenance Technician (Instrumentation & Electrical),"Maintenance Technician (Instrumentation  Electrical)Are you passionate about Chemical Manufacturing?Do you enjoy ensuring the production of high quality for Chemical Manufacturing?Join our Chemical Manufacturing teamWe are the leader in well construction and production. Our innovative physical and digital solutions improve efficiency, production and maximize reservoir value. Our team ensures high quality, consistency, and reliability for all products throughout the complete life cycle of our chemical manufacturing production process.Partner with the bestAs Maintenance Technician (Instrumentation  Electrical), you’ll be responsible to facilitate equipment’s servicing  repair, PM program, equipment monitoring and coordinating activities associated to facility and equipment maintenance in order to maintain reliability, ensure maximum uptime, and minimize impact to production. Having standard of ISO, safety, environmental and government regulation awareness. You’re responsible and accountable for the EHS Program in Basic Safety Process, job safety analysis, safety work permit issuance, near miss reporting and adaptive preventive techniques for the maintenance department to achieve Safety KPIs.As a Maintenance Technician (Instrumentation  Electrical), you will be responsible for:  Being responsible for Preventive and Corrective Maintenance activities for facility, equipment (Instruments  electrical equipment) tasks, air dryers, ABB DCS interface, cooling towers, reactors, blenders, mag pumps, Utilities including substation (Switchgear / MCC etc)  Being able to read and interpret electrical  electronic single line diagrams and piping  instrumentation diagrams  Managing and review BOM and critical spares for maintenance periodically  Involving in maintenance and fault finding on instrumentation      tools or equipment  Understanding of SIL/SIF test procedures and/or maintenance activities and how to manage SIS to ensure functional and integrity requirements are achieved.Fuel your passionTo be successful in this role you will:  Have O level/ ITE/ Diploma in Instrument / electrical or equivalent.  Have In-depth knowledge of electrical systems including electrician's certificate/diploma  Have minimum 10 years of practical experience in relevant field  Have good working safety knowledge and hands on experience with Chemical plant instruments  electrical equipment  Have good collaboration skills, ability to work in groups and supervise small team  Have good organizational, multi-tasking, time management skills and good oral  written communication skills  Have ability to work off-hours and weekends, as needed  Have Basic knowledge on SAP, Basic Microsoft Office Skills – Excel, Word, Outlook, PowerPointWork in a way that works for youWe recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns:  Please discuss your preferred working patterns with the recruiter during the processWorking with usOur people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other.Working for youOur inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we must push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect:  Contemporary work-life balance policies and wellbeing activities  Comprehensive private medical care options  Safety net of life insurance and disability programs  Tailored financial programs  Additional elected or voluntary benefitsAbout UsWith operations in over 120 countries, we provide better solutions for our customers and richer opportunities for our people. As a leading partner to the energy industry, we're committed to achieving net-zero carbon emissions by 2050 and we're always looking for the right people to help us get there. People who are as passionate as we are about making energy safer, cleaner and more efficient.Join UsAre you seeking an opportunity to make a real difference in a company with a global reach and exciting services and clients? Come join us and grow with a team of people who will energize and inspire you!"
d68bb12086c8dc4d234947147a4c8bdd,Software Engineer (C# - WPF),"Responsibilities:  Improving current and developing new features of several trading application GUIs  Working closely with other senior software engineers, PMs, BAs and business users (clients) in order to find best possible technical solution for the project/available requirements  Supporting the production users and investigating issues in production when contacted by support teamRequirements:  Bachelor’s in computer science or relevant field  3+ years of relevant experience  Strong core knowledge .NET 3.0, 3.5, 4.0, 4.5  Front-end technologies: WinForms (MVP), WPF (MVVM, Prism)  Testing (XUnit, NSubstitute)  Multi-threading (core knowledge, TPL, async)  Understands and apply Object Oriented concepts, follows best practices and design patterns, develop high quality, maintainable code  Strong refactoring skills (able to work with legacy code)  Familiar with Agile methodologies  Worked in the financial industry (trading) is a plus"
620fe299f3197ea2804b8631a136f39b,Management Trainee,"Calling All Talented Individuals!The Privé Group wants YOU.As one of the leading lifestyle’s operators in Singapore, The Privé Group is looking for dynamic talents for our existing and upcoming projects.We’ve got an eye out for those who actively endorse our vision and who will become champions for delivering the ultimate guest experience. A rich career path awaits those who are willing to devote their time and energy towards creating a rewarding environment for all.If you are passionate about the food and beverage industry and are serious about advancing your career (while having a bit of fun), we would love to hear from you.Job Responsibilities  Ensure smooth operations on a day-to-day basis  Supervise, manage and oversee team members  Provide team members with the training and direction they need to meet company and personal expectations  Responsible for performance of entire team  Plans, coordinates and supervises activities  Monitor inventory to ensure adequate stock is maintained  Ensure good customer experience, satisfaction and customer loyalty  Develop and maintain an effective team culture at all times  Prepare schedules for shift coverage and evaluate everyday activities  Ensure that outlet and equipment are always kept clean, attractive, and in compliance with company standards and local regulations  Aware of financial and department targets and aim towards achieving goalsJob Requirements  Strong operational and leadership skills  Good communication and interpersonal skills  Able to source, retain and motivate staff  Customer oriented  Able to work under pressure  Financially accountable  Able to work in fast-paced environmentJoin our growing team of experienced and enthusiastic talents  5 Days’ Work Week  Competitive Salary  Performance Incentives  Training  Development Programmes  Career Progression  Integrated Healthcare Benefits  Medical Insurance  Welfare Support (Night Transportation, Staff Meal)  Staff Discounts  Annual Leaves  Birthday Leave  Benefit  Public Holiday Benefit  Long Term Service Rewards"
6117916af8ffa021ab2c0c202dd42c58,Electrical Design Engineer,"Job Responsibilities:  Prepare Shop drawing layout and submission list  Plan, Design and coordination of cable routing  Attend Coordination meeting with Customer  Prepare and generate component Library  Perform clash report and solving the clasher with relevant parties  Verify and validate Design with zero clasher and adequate maintenance space  Prepare visualization and walk through critical/Congested areas if necessary  Maintain records for all Design  Development activities  Generate bill of quantity for material require when necessary  Update as-built drawing and asset documentationJob Requirements:  Diploma / Bachelor’s degree in Electrical Engineering, with at least (2) years’ experience in similar role  Proficient user of Autocad, REVIT, Solidworks or similar 3D CAD Software  Good knowledge of electrical symbols, architectural, structural, ME drawing  Good command of written and verbal English"
58ad78b5b2ead504f1dadde9a49d9132,system engineer,"This  role is based in Singapore.  Working together with local IT teams, you  are expected to support local office's IT needs and requirement.As  an IT Support Executive, you’ll be responsible for the End User  Computing support. This role is absolutely essential to ensure business  continuity.On a day to day basis, you might be called upon to help end  users with end user computing IT needs, such as hardware, business  applications, network connectivity and mobility devices support. This  will mean you’ll need to share your own knowledge to help others,  including setting up new users and managing backup, security and  passwords.As well as good problem solving skills, we are looking for someone with:  Strong communication skills  Creatvitity in problem solving  A working knowledge of IT operating systems, particularly Windows, outlook clients, MS office  Hands on experience of installing IT hardware and software  Good organisational skills  Good time management"
